name,salary_from,salary_to,salary_currency,area_name,published_at
Senior Frontend разработчик,,,,Алматы,2022-12-14T12:47:58+0300
Tech Lead (React),,,,Новосибирск,2022-12-14T15:10:36+0300
Главный специалист по информационной безопасности,,,,Кировск (Мурманская область),2022-12-14T12:43:45+0300
Главный специалист по фродмониторингу,,,,Москва,2022-12-14T17:08:34+0300
Инженер по техническому обслуживанию и ремонту пожарной автоматики,51000,,RUR,Королев,2022-12-14T16:40:21+0300
Старший специалист ELMA,,,,Москва,2022-12-14T16:38:51+0300
Наладчик технологического оборудования,65000,,RUR,Тучково,2022-12-14T13:01:12+0300
Cпециалист отдела информационной безопасности,,,,Москва,2022-12-14T12:09:57+0300
Токарь (Казань),95000,,RUR,Оренбург,2022-12-14T12:05:47+0300
Архитектор 1С,,,,Казань,2022-12-14T14:00:50+0300
"Оператор станков с ПУ (5 разряд, токарно-карусельном станок)",88000,,RUR,Санкт-Петербург,2022-12-14T17:16:32+0300
"Бизнес-аналитик (направление ""Девелопмент"")",,,,Тюмень,2022-12-14T12:49:06+0300
Системный аналитик,,,,Москва,2022-12-14T16:45:27+0300
Шлифовщик,80000,,RUR,Санкт-Петербург,2022-12-14T17:31:24+0300
Механик по ремонту оборудования,63200,,RUR,Владимир,2022-12-14T16:46:29+0300
Бизнес-аналитик,50000,65000,RUR,Екатеринбург,2022-12-14T15:15:11+0300
Ведущий программист по работе в 1С,,,,Москва,2022-12-14T16:42:17+0300
Ведущий инженер-энергетик,,,,Николаевск,2022-12-14T16:02:38+0300
Электромеханик - наставник,,,,Мурманск,2022-12-14T12:51:55+0300
Токарь-карусельщик,150000,,RUR,Пермь,2022-12-14T13:40:23+0300
"Разработчик 1С розничного направления (1С:Розница, 1С:РМК)",,,,Москва,2022-12-14T14:09:39+0300
Senior .NET Core C# Developer,,,,Москва,2022-12-14T17:08:59+0300
DevOps Engineer,,,,Санкт-Петербург,2022-12-14T17:50:51+0300
Программист 1C,150000,300000,RUR,Москва,2022-12-14T14:56:02+0300
Менеджер проектов,50000,150000,RUR,Липецк,2022-12-14T19:13:49+0300
Старший инженер-программист Linux C++ (Qt),,,,Москва,2022-12-14T14:46:42+0300
Ведущий бизнес-аналитик (регламентированный учет),150000,,RUR,Санкт-Петербург,2022-12-14T13:40:49+0300
Токарь (Казань),93000,115000,RUR,Самара,2022-12-14T13:54:02+0300
Станочник широкого профиля,125000,145000,RUR,Воронеж,2022-12-14T14:43:49+0300
Программист 1С (ERP),,,,Красноярск,2022-12-14T12:03:49+0300
Эксперт по ИТ-инфраструктуре,,,,Москва,2022-12-14T15:27:15+0300
Механик цеха,70000,,RUR,Менделеевск,2022-12-14T15:19:55+0300
DevOps инженер (Senior),,,,Москва,2022-12-14T12:46:15+0300
Проект - менеджер,67000,,RUR,Владивосток,2022-12-14T13:00:11+0300
Системный аналитик,,,,Санкт-Петербург,2022-12-14T18:19:59+0300
Токарь,100000,,RUR,Нижний Новгород,2022-12-14T15:05:17+0300
Старший инженер КИП / Senior Instrument Engineer,,,,Москва,2022-12-14T16:05:47+0300
Программист,,,,Тольятти,2022-12-14T16:30:27+0300
Дизайнер мебели,1300,,BYR,Брест,2022-12-14T19:35:20+0300
Рабочий по комплексному обслуживанию зданий,35000,,RUR,Тула,2022-12-14T12:06:00+0300
Руководитель отдела разработки 1С,200000,200000,RUR,Казань,2022-12-14T12:58:45+0300
Design Project Manager / Менеджер по проектированию (Сектор Аэропорты),,,,Москва,2022-12-14T17:16:20+0300
Продакт-менеджер,,,,Люберцы,2022-12-14T13:01:25+0300
DevOps Engineer/Архитектор,,,,Москва,2022-12-14T15:32:02+0300
Ведущий консультант/Эксперт SAP BW,,,,Москва,2022-12-14T15:19:08+0300
Администратор системы резервного копирования,,,,Москва,2022-12-14T17:08:09+0300
Оператор-наладчик станков с ЧПУ (Ярославская область),110000,116000,RUR,Мичуринск,2022-12-14T13:09:59+0300
Наладчик станков с ЧПУ,110000,132000,RUR,Мичуринск,2022-12-14T13:10:01+0300
Наладчик технологического оборудования (в ремонтную службу),50000,,RUR,Набережные Челны,2022-12-14T13:26:41+0300
Руководитель проектов 1С:ERP,180000,,RUR,Москва,2022-12-14T16:09:34+0300
Менеджер по закупкам,85000,,RUR,Москва,2022-12-14T16:59:24+0300
Системный аналитик,120000,140000,RUR,Москва,2022-12-14T13:36:58+0300
Программист 1С (senior),160000,,RUR,Ставрополь,2022-12-14T15:57:45+0300
Бизнес-аналитик,,,,Шахты,2022-12-14T16:35:50+0300
Токарь-револьверщик,155000,,RUR,Казань,2022-12-14T14:36:03+0300
Оператор-наладчик станков с ЧПУ (Ярославская область),110000,116000,RUR,Тверь,2022-12-14T13:09:58+0300
Наладчик станков с ЧПУ,110000,132000,RUR,Орехово-Зуево,2022-12-14T13:10:01+0300
Токарь-универсал,50000,,RUR,Омск,2022-12-14T13:09:05+0300
Токарь (Казань),93000,115000,RUR,Зеленодольск (Республика Татарстан),2022-12-14T13:54:02+0300
Сервис-инженер,,,,Хабаровск,2022-12-14T15:24:21+0300
Инженер отдела сервиса ИБ (Linux),,,,Нижний Новгород,2022-12-14T20:53:11+0300
Сервисный инженер ОПС,60000,,RUR,Тула,2022-12-14T16:35:49+0300
Главный механик,50000,,RUR,Воронеж,2022-12-14T17:27:49+0300
Токарь - оператор станка с ЧПУ,60000,80000,RUR,Подольск (Московская область),2022-12-14T14:52:59+0300
Токарь (Казань),93000,115000,RUR,Бугульма,2022-12-14T13:54:02+0300
Web-разработчик,60000,,RUR,Владимир,2022-12-14T13:59:52+0300
Наладчик станков с ЧПУ,110000,132000,RUR,Тула,2022-12-14T13:10:01+0300
Программист 1С (middle),100000,120000,RUR,Ставрополь,2022-12-14T15:54:22+0300
Системный администратор,,,,Карачаевск,2022-12-14T17:12:22+0300
Бизнес аналитик (направление - транспорт и логистика),,,,Санкт-Петербург,2022-12-14T17:36:07+0300
Программист 1C (удаленно) в аккредитованную IT компанию,,300000,RUR,Москва,2022-12-14T13:40:24+0300
Токарь,111555,,RUR,Омск,2022-12-14T16:31:21+0300
"Product owner бизнес-стрима ""Торгово-сервисные предприятия"" (партнерские проекты в эквайринге)",,,,Москва,2022-12-14T19:43:56+0300
Senior Java разработчик,,,,Москва,2022-12-14T13:32:35+0300
Наладчик станков с программным управлением,70000,,RUR,Челябинск,2022-12-14T12:21:19+0300
Наладчик станков с ЧПУ,110000,132000,RUR,Пенза,2022-12-14T13:10:01+0300
Токарь-расточник (6 разряд),93000,,RUR,Санкт-Петербург,2022-12-14T17:09:48+0300
Администратор продукта,,,,Москва,2022-12-14T16:38:59+0300
Станочник широкого профиля,,,,Курган,2022-12-14T13:54:55+0300
Инженер по техническому обслуживанию и ремонту пожарной автоматики,51000,,RUR,Звёздный Городок,2022-12-14T16:40:34+0300
Ведущий Инженер Microsoft,,,,Санкт-Петербург,2022-12-14T16:39:09+0300
Аналитик на маркетплейсы,,,,Москва,2022-12-14T18:10:21+0300
Менеджер по развитию интернет-продаж,,,,Санкт-Петербург,2022-12-14T12:13:22+0300
Старший инженер КИП / Senior Instrument Engineer,,,,Тюмень,2022-12-14T16:05:58+0300
Оператор-наладчик станков с ЧПУ (Ярославская область),110000,116000,RUR,Торжок,2022-12-14T13:09:58+0300
Архитектор 1С,,,,Омск,2022-12-14T14:00:50+0300
Специалист по нагрузочному тестированию (Performance Tester),,,,Санкт-Петербург,2022-12-14T14:58:49+0300
"Руководитель группы разработки (IT) направления логистики, коммерции, закупок",,,,Санкт-Петербург,2022-12-14T15:11:37+0300
Инженер по техническому обслуживанию и ремонту пожарной автоматики,51000,,RUR,Монино,2022-12-14T16:40:22+0300
Токарь (Казань),93000,115000,RUR,Стерлитамак,2022-12-14T13:54:02+0300
Ведущий аналитик,,,,Москва,2022-12-14T16:15:02+0300
PHP-разработчик,90000,,RUR,Петрозаводск,2022-12-14T15:24:06+0300
Инженер 2 категории (инженер-электротехник),45000,,RUR,Санкт-Петербург,2022-12-14T17:30:52+0300
Консультант 1С,,140000,RUR,Белебей,2022-12-14T14:21:31+0300
Fullstack Developer (C# Vue.JS),,,,Москва,2022-12-14T19:16:03+0300
Старший консультант-разработчик IBM Planning Analytics,,,,Москва,2022-12-14T17:21:55+0300
Старший специалист по информационной безопасности,60000,,RUR,Екатеринбург,2022-12-14T16:42:17+0300
